# The late-stage gap sorted by what each row is, before any of it is priced. See backend/pipeline_sort.py
# for the classes and the population. One row per asset, keyed by ticker and the asset's name.
ticker,name,class,of,approved,confidence,evidence,as_of
BMY,Xanomeline/Trospium Chloride,LINE_EXTENSION,Cobenfy (xanomeline and trospium chloride),FDA 2024-09-26,high,"The row is KarXT, sold as Cobenfy (book, NDA216158), and its Phase 3 trials NCT07011732, NCT07011745 and NCT07140913 add Alzheimer agitation and bipolar mania plus a KarX-EC formulation; approval date: https://news.bms.com/news/details/2024/U.S.-Food-and-Drug-Administration-Approves-Bristol-Myers-Squibbs-COBENFY-xanomeline-and-trospium-chloride-a-First-In-Class-Muscarinic-Agonist-for-the-Treatment-of-Schizophrenia-in-Adults/default.aspx",2026-09-24
BNTX,BNT113,NEW,,,high,"BioNTech's 6-K filed 2026-08-04 lists BNT113, an mRNA cancer immunotherapy, in the AHEAD-MERIT trial for first-line HPV16+ head and neck cancer (NCT04534205, Phase 2/3, active not recruiting).",2026-09-24
BNTX,BNT162b2,DUPLICATE,Comirnaty (BNT162b2),FDA 2021-08-23; EMA 2020-12-21,high,"BNT162b2 is Comirnaty, authorised by EMA on 2020-12-21 to BioNTech Manufacturing GmbH and carried in the book; NCT07798648 is a new COVID-19 vaccine study of it; approval date: https://www.fda.gov/media/151710/download",2026-09-24
BNTX,BNT166a,NEW,,,high,"BioNTech's 6-K filed 2026-08-04 lists BNT166 as its CEPI-funded mRNA mpox vaccine at Phase 2, and NCT07379580 is recruiting with no approval.",2026-09-24
BNTX,BNT323/DB-1303,DUPLICATE,BNT323 (trastuzumab pamirtecan),,high,"BioNTech's 6-K filed 2026-08-04 (0001776985-26-000054) names trastuzumab pamirtecan (BNT323/DB-1303), the molecule the book already holds as its BNT323 row (id 1954).",2026-09-24
BNTX,BNT327,NEW,pumitamig,,high,"BioNTech's 6-K filed 2026-08-04 (0001776985-26-000054) names pumitamig (BNT327/BMS986545), a PD-L1xVEGF-A bispecific partnered with BMS, in seven pivotal trials, with no approval and no other row in the book.",2026-09-24
BNTX,RO7198457 intravenous (IV),DEAD,autogene cevumeran (BNT122/RO7198457),,medium,"BioNTech's 6-K filed 2026-08-28 (0001776985-26-000061) terminated NCT04486378, the only trial on this row (adjuvant ctDNA-positive CRC); the molecule continues in adjuvant PDAC and the book also holds it as Roche's Autogene Cevumeran row.",2026-09-24
CABA,CABA-201,NEW,resecabtagene autoleucel,,high,"CABA-201 is rese-cel (resecabtagene autoleucel); four trials are recruiting (NCT06154252, NCT06328777, NCT06121297, NCT06359041), and Cabaletta plans a myositis BLA in 2H27 (https://www.cabalettabio.com/news-media/press-releases/detail/128/cabaletta-bio-announces-2027-rese-cel-bla-submission).",2026-09-24
CAPR,Deramiocel (CAP-1002),NEW,,,high,"The deramiocel BLA is still under FDA review, with the PDUFA date extended to 2026-11-22, so it has no approval (https://www.capricor.com/investors/news-events/press-releases/detail/354/capricor-therapeutics-announces-extension-of-pdufa-target).",2026-09-24
DYN,zeleciment basivarsen (DYNE-101),NEW,,,high,"NCT07486934 (Phase 3, Recruiting) is Dyne's registrational DM1 study of this molecule, and no other row in the book holds it.",2026-09-24
DYN,Zeleciment Rostudirsen (DYNE-251),NEW,,,high,"FDA accepted the z-rostudirsen BLA for exon 51 DMD with a PDUFA date of 2027-01-21, so it is not yet approved, and NCT07608432 (Phase 3, Recruiting) is its confirmatory trial (https://investors.dyne-tx.com/news-releases/news-release-details/dyne-therapeutics-announces-us-fda-acceptance-biologics-license).",2026-09-24
EXEL,XL092,NEW,zanzalintinib,,high,"XL092 is zanzalintinib, a different molecule from Cabometyx; its CRC NDA has a PDUFA date of 2027-03-03, and NCT05425940 and NCT05678673 (Phase 3) are active (https://www.cancernetwork.com/view/fda-extends-review-of-zanzalintinib-combo-in-pretreated-metastatic-crc).",2026-09-24
FATE,FT819,NEW,,,high,"NCT07570862 (Phase 2 lupus nephritis, Recruiting) and NCT06308978 (Phase 1, Recruiting) are Fate's active trials of this iPSC-derived CAR-T, which no other row in the book holds.",2026-09-24
GILD,ATV,NOT_A_PROGRAMME,Reyataz (atazanavir),FDA 2003-06-20 (Bristol-Myers Squibb); EMA 2004-03-01 (Bristol-Myers Squibb),high,"ATV is atazanavir, Bristol-Myers Squibb's Reyataz, used as the cobicistat-boosted backbone arm in Gilead's pediatric HIV study NCT02016924, where Gilead's own products are cobicistat and F/TAF.",2026-09-24
GILD,Denikitug,NEW,,,high,Denikitug (GS-1811) is an unapproved Gilead antibody in Phase 2 gastric/GEJ and colorectal trials NCT07546812 and NCT07527858 (recruiting).,2026-09-24
GILD,emvistegrast,NEW,,,medium,"Emvistegrast (GS-1427) is Gilead's oral alpha4beta7 integrin inhibitor; Phase 2 NCT06290934 in ulcerative colitis passed primary completion on 2026-03-04 and is active not recruiting, and no readout or discontinuation was found.",2026-09-24
GILD,TAF,LINE_EXTENSION,Vemlidy (tenofovir alafenamide),FDA 2015-11-05; EMA 2015-11-19,high,"TAF is tenofovir alafenamide, sold alone as Vemlidy (FDA 2016-11-10, EMA 2017-01-09) and first approved inside Genvoya (FDA 2015-11-05), all carried in the book; NCT02932150 is a pediatric hepatitis B study of it.",2026-09-24
GILD,Tenofovir DF,LINE_EXTENSION,Viread (tenofovir disoproxil fumarate),FDA 2001-10-26; EMA 2002-02-04,high,"Tenofovir DF is Viread (FDA NDA021356 2001-10-26, EMA 2002-02-04), which the book carries; NCT01651403 is a pediatric hepatitis B study of the same product.",2026-09-24
GILD,Tilpisertib Fosmecarbil,NEW,,,high,"Tilpisertib fosmecarbil (GS-5290), an oral TPL2 inhibitor prodrug, is in Phase 2 ulcerative colitis NCT06029972 (active not recruiting, primary completion 2027-01) with no approval.",2026-09-24
GILD,Zimberelimab,DEAD,zimberelimab,,medium,"Gilead and Arcus discontinued Phase 3 STAR-221 and Phase 2 EDGE-Gastric after the interim overall survival analysis, and STAR-121 also stopped for futility (https://www.gilead.com/company/company-statements/2025/gilead-provides-update-on-phase-3-star-221-study); zimberelimab has no programme of its own left.",2026-09-24
GPCR,Aleniglipron,NEW,,,high,"NCT07654361 and NCT07654374 (ACCOMPLISH-1 and ACCOMPLISH-2, Phase 3, Recruiting) test Structure's oral GLP-1 agonist, which no other row in the book holds.",2026-09-24
GSK,Adjuvanted RSVPreF3 vaccine,DUPLICATE,"Arexvy (respiratory syncytial virus vaccine, adjuvanted)",FDA 2023-05-03; EMA 2023-06-06,high,"Adjuvanted RSVPreF3 is the Arexvy antigen with its adjuvant, and NCT07092865 (phase 2, active not recruiting) measures immune persistence and revaccination with the same vaccine; approval date: https://www.aha.org/news/headline/2023-05-03-fda-approves-first-rsv-vaccine-adults-60-and-older",2026-09-24
GSK,Adjuvanted RZV vaccine,LINE_EXTENSION,"Shingrix (zoster vaccine recombinant, adjuvanted)",FDA 2017-10-20; EMA 2018-03-21,medium,"Adjuvanted RZV is Shingrix, and its only trial NCT07712380 (phase 2, not yet recruiting) tests it for a new use, slowing coronary plaque progression in adults 50 and over; approval date: https://www.fda.gov/media/108274/download",2026-09-24
GSK,Bepirovirsen,NEW,,,high,"The FDA accepted the bepirovirsen NDA for chronic hepatitis B with priority review and a PDUFA date of 2026-10-26, so it is unapproved, and the book holds no row for it (https://www.gsk.com/en-gb/media/press-releases/bepirovirsen-accepted-for-priority-review-and-granted-breakthrough-therapy-designation-by-the-us-fda/).",2026-09-24
GSK,BLU-5937,DEAD,camlipixant (BLU-5937),,high,"BLU-5937 is camlipixant, and GSK ended its development in refractory chronic cough on 2026-07-17 after CALM-2 missed its primary endpoint, which covers this row's only trial NCT07650084, while the IBS work sits under the Camlipixant row (https://www.gsk.com/en-gb/media/press-releases/gsk-provides-an-update-on-calm-1-and-calm-2-phase-iii-trials/).",2026-09-24
GSK,Camlipixant,NEW,,,high,"GSK stopped camlipixant in refractory chronic cough on 2026-07-17 but kept the phase IIb BALANCE trial in IBS-D (NCT07519395, recruiting), and the book holds no camlipixant row (https://www.gsk.com/en-gb/media/press-releases/gsk-provides-an-update-on-calm-1-and-calm-2-phase-iii-trials/).",2026-09-24
GSK,Candidate varicella vaccine,DUPLICATE,Investigational varicella vaccine (VNS),,medium,"NCT06855160 tests the same investigational chickenpox vaccine given with a marketed MMR vaccine, part of the VNS phase III programme held under the Investigational varicella vaccine row, which is marked NEW.",2026-09-24
GSK,Cobolimab,DEAD,cobolimab,,high,"GSK discontinued cobolimab at its Q3 2025 results after the phase 3 COSTAR Lung trial (NCT04655976) missed overall survival, and the EMA holds a notice ending its paediatric plan, so the dossier's paediatric NCT06521567 is a closing study (https://www.oncologypipeline.com/apexonco/gsks-trio-cancer-discontinuations).",2026-09-24
GSK,dTpa,LINE_EXTENSION,Boostrix (Tdap),FDA 2005-05-03,high,"dTpa is GSK's Boostrix, and its only active trial NCT07596199 (active not recruiting) studies it in Japanese pregnant women toward a Japanese label (https://clinicaltrials.gov/study/NCT07596199); approval date: https://www.drugs.com/history/boostrix.html",2026-09-24
GSK,Efimosfermin,DUPLICATE,Efimosfermin Alfa,,high,"NCT06920043 tests efimosfermin alfa in compensated MASH cirrhosis, the same molecule as the book's modelled Efimosfermin Alfa row.",2026-09-24
GSK,FF/UMEC/VI,LINE_EXTENSION,Trelegy Ellipta (fluticasone furoate/umeclidinium/vilanterol),FDA 2017-09-18; EMA 2017-11-15,high,"FF/UMEC/VI is the Trelegy Ellipta single-inhaler triple, and its only active trial NCT05757102 (recruiting) extends asthma use to 12 to 17 year olds.",2026-09-24
GSK,GSK3772701,NEW,,,high,"GSK3772701 is MMV367, a pyrrolidinamide antimalarial with no INN found, entering phase 2a in P. falciparum malaria (NCT07545681, not yet recruiting), and the book holds no row for it (https://pubmed.ncbi.nlm.nih.gov/42268935/).",2026-09-24
GSK,GSK3862995B,NEW,,,high,"GSK3862995B is an anti-IL-33 monoclonal antibody with no INN found, in phase 2 for bronchiectasis (NCT07201051, recruiting), and matches no product in the book (https://clinicaltrials.gov/study/NCT07201051).",2026-09-24
GSK,GSK4527226,DEAD,nivisnebart (AL101),,high,"Alector and GSK stopped the phase 2 PROGRESS-AD trial of nivisnebart (AL101/GSK4527226) on 2026-04-29 after an interim futility analysis, and the extension NCT07105709 still reads recruiting only because its record was last updated 2026-02-02 (https://investors.alector.com/news-releases/news-release-details/alector-discontinue-phase-2-progress-ad-trial-nivisnebart).",2026-09-24
GSK,GSK4532990,NEW,,,high,"GSK4532990 is ARO-HSD, the HSD17B13 siRNA licensed from Arrowhead in 2021 with no INN found, in phase 2 for alcohol-related liver disease (NCT06613698, recruiting) and MASH (NCT05583344), and the book holds no row for it (https://en.wikipedia.org/wiki/ARO-HSD).",2026-09-24
GSK,GSK5784283,NEW,felcorekibart,,high,"The phase 3 trials NCT07780669, NCT07782970 and NCT07782957 name GSK5784283 as felcorekibart, an anti-TSLP antibody (NCT06748053), in COPD, asthma and nasal polyps, and the book holds no TSLP antibody.",2026-09-24
GSK,HFA-152a,NOT_A_PROGRAMME,,,medium,"HFA-152a is the low-carbon propellant for the reformulated Ventolin MDI and NCT07645248 (not yet recruiting) tests propellant exposure against HFA-134a, not a medicine; the reformulated product is already in the book as Salbutamol HFA-152a (https://www.gsk.com/en-gb/media/press-releases/gsk-announces-positive-pivotal-phase-iii-data-for-next-generation-low-carbon-version-of-ventolin-salbutamol-metered-dose-inhaler/).",2026-09-24
GSK,HZ/su vaccine,DUPLICATE,"Shingrix (zoster vaccine recombinant, adjuvanted)",FDA 2017-10-20; EMA 2018-03-21,high,"HZ/su is GSK1437173A, the herpes zoster subunit vaccine sold as Shingrix (completed NCT02581410 and NCT03439657 name both), and NCT05371080 is a long-term efficacy follow-up in older adults, the approved use; approval date: https://www.fda.gov/media/108274/download",2026-09-24
GSK,IDRX-42,DUPLICATE,Velzatinib (IDRX-42),,high,"IDRX-42 (GSK6042981) is velzatinib, the KIT inhibitor from the IDRx acquisition, per the StrateGIST 3 abstract for this row's NCT07218926 (https://ascopubs.org/doi/10.1200/JCO.2026.44.16_suppl.TPS11588), and the Velzatinib row in this population is marked NEW.",2026-09-24
GSK,Investigational varicella vaccine,NEW,varicella new strain (VNS) vaccine,,medium,"GSK's pipeline lists an investigational varicella new strain (VNS) vaccine in phase III, run here as NCT06806137 and NCT06693895 (both recruiting), and the book holds no GSK varicella product (https://www.gsk.com/media/40yljs4u/q1-2026-pipeline-assets-and-clinical-trials-report.pdf).",2026-09-24
GSK,Investigational varicella vaccine_Lot 1,DUPLICATE,Investigational varicella vaccine (VNS),,high,"The _Lot 1 suffix names a manufacturing-lot arm of the investigational chickenpox vaccine in NCT06740630 (recruiting), part of the VNS phase III programme held under the Investigational varicella vaccine row, which is marked NEW.",2026-09-24
GSK,Linerixibat,NEW,,FDA 2026-03-17 (Alfasigma),low,"The FDA approved linerixibat as Lynavoy on 2026-03-17 and the CHMP gave a positive opinion on 2026-07-23, but GSK licensed worldwide rights to Alfasigma in a deal closed April 2026, so GSK keeps milestones and royalties only and the book holds no Lynavoy row (https://www.alfasigma.com/news-media/alfasigma-completes-agreement-with-gsk-for-linerixibat/).",2026-09-24
GSK,Low dose of iNTS-TCV,NEW,GVGH iNTS-TCV vaccine,,medium,"The row is the low-dose arm of the GVGH iNTS-TCV vaccine against invasive nontyphoidal Salmonella and typhoid fever in phase 2 NCT07286370 (recruiting), and the book holds no other iNTS-TCV row (https://clinicaltrials.gov/study/NCT07286370).",2026-09-24
GSK,MenABCWY vaccine,DUPLICATE,Penmenvy (MenABCWY vaccine),FDA 2025-02-14,high,"MenABCWY is the development name of Penmenvy, approved by the FDA on 2025-02-14 (https://www.gsk.com/en-gb/media/press-releases/penmenvy-gsk-s-5-in-1-meningococcal-vaccine-approved-by-us-fda-to-help-protect-against-menabcwy/), and NCT05087056 is a dosing-schedule study of the same vaccine.",2026-09-24
GSK,MMB,DUPLICATE,Ojjaara (momelotinib),FDA 2023-09-15; EMA 2024-01-25,high,"MMB is the standard abbreviation of momelotinib, sold as Ojjaara, and NCT03441113 is an extended-access study in myelofibrosis, the approved use.",2026-09-24
GSK,MMRVNS,DUPLICATE,MMRVNS vaccine,,high,"NCT07406360 tests the same investigational combined measles, mumps, rubella and varicella new strain vaccine as the MMRVNS vaccine row in this population, which is marked NEW.",2026-09-24
GSK,MMRVNS vaccine,NEW,MMRV new strain (MMRVNS) vaccine,,medium,"NCT07742644 (not yet recruiting) tests an investigational combined measles, mumps, rubella and varicella vaccine built on GSK's unapproved varicella new strain, a combined product the book does not hold, in the way ProQuad sits apart from Varivax.",2026-09-24
GSK,Mocertatug rezetecan,NEW,,,high,"Mocertatug rezetecan is in five phase 3 trials in ovarian and endometrial cancer (NCT07286266 and NCT07286331 recruiting), has no FDA or EMA approval, and is a different ADC from the book's only related row, risvutatug rezetecan.",2026-09-24
GSK,Ris-Rez,DUPLICATE,Risvutatug Rezetecan (GSK5764227),,high,"Ris-Rez is the short name of risvutatug rezetecan (GSK5764227), which this row's NCT07602777 names in full, and the Risvutatug Rezetecan row in this population is marked NEW.",2026-09-24
GSK,Risvutatug Rezetecan,NEW,,,high,"Risvutatug rezetecan (GSK5764227), a B7-H3 ADC, has no FDA or EMA approval and runs phase 3 NCT07802704 in mCRPC, with the relapsed SCLC phase 3 NCT07099898 filed under Ris-Rez, and the book holds no row for it (https://www.targetedonc.com/view/b7-h3-targeted-adc-risvutatug-rezetecan-extends-survival-in-small-cell-lung-cancer).",2026-09-24
GSK,RSVPreF3 OA investigational vaccine,DUPLICATE,"Arexvy (respiratory syncytial virus vaccine, adjuvanted)",FDA 2023-05-03; EMA 2023-06-06,high,"RSVPreF3 OA is the development name of Arexvy, and NCT04732871 (active not recruiting) is its revaccination and persistence study in adults 60 and over; approval date: https://www.aha.org/news/headline/2023-05-03-fda-approves-first-rsv-vaccine-adults-60-and-older",2026-09-24
GSK,RSVPreF3 OA vaccine,LINE_EXTENSION,"Arexvy (respiratory syncytial virus vaccine, adjuvanted)",FDA 2023-05-03; EMA 2023-06-06,high,"RSVPreF3 OA is the development name of Arexvy, whose phase 3 efficacy trial NCT04886596 sits on this row, and NCT06534892 and NCT07220109 are revaccination and new-population studies of the same vaccine; approval date: https://www.aha.org/news/headline/2023-05-03-fda-approves-first-rsv-vaccine-adults-60-and-older",2026-09-24
GSK,"RTS,S/AS01E vaccine",LINE_EXTENSION,"Mosquirix (RTS,S/AS01)",,medium,"RTS,S/AS01 is GSK's malaria vaccine Mosquirix, which holds a 2015 EMA Article 58 opinion rather than an EU authorisation, and NCT07036159 (phase 2a, recruiting) tests reduced antigen doses and alternative schedules in children 5 to 60 months.",2026-09-24
GSK,Velzatinib,NEW,,,high,"Velzatinib (IDRX-42, GSK6042981) is an unapproved KIT inhibitor in phase 3 against imatinib in first-line GIST (NCT07585266, recruiting), and the book holds no row for it (https://adisinsight.springer.com/drugs/800069789).",2026-09-24
INCY,INCA033989,NEW,,,high,"INCA033989 is a mutant-CALR antibody in a recruiting Phase 3 against best available therapy in essential thrombocythemia (NCT07623200), not in the INCY book; no INN published (https://investor.incyte.com/news-releases/news-release-details/positive-late-breaking-data-incytes-first-class-mutcalr-targeted).",2026-09-24
INCY,INCA33890,NEW,,,high,"INCA33890 is a TGFbR2xPD-1 bispecific antibody in a recruiting 700-patient Phase 3 first-line MSS colorectal trial (NCT07284849), not in the INCY book (https://investor.incyte.com/news-releases/news-release-details/incyte-announces-phase-1-results-its-tgfbr2pd-1-bispecific).",2026-09-24
INCY,INCB000928,NEW,zilurgisertib,,medium,"INCB000928 is zilurgisertib, whose FOP trial NCT05090891 is recruiting and whose NDA has a PDUFA date of 2026-09-26, but Incyte licensed worldwide rights to Mirum in April 2026 for royalties, so value to INCY is royalty-only (https://www.sec.gov/Archives/edgar/data/1759425/000175942526000036/mirm-20260506xexx991.htm).",2026-09-24
INCY,INCB123667,NEW,,,high,"INCB123667 is a selective CDK2 inhibitor in a recruiting Phase 3 in cyclin E1-overexpressing platinum-resistant ovarian cancer (NCT07214779), not in the INCY book; no INN published.",2026-09-24
INCY,Povorcitinib,NEW,,,high,"Povorcitinib has a CHMP positive opinion (Povofortay, 2026-09-17) with no EC decision yet and remains under FDA review, with HS and prurigo nodularis Phase 3 trials active (NCT06212999, NCT06516952) (https://www.ema.europa.eu/en/medicines/human/EPAR/povofortay).",2026-09-24
IONS,ION363,NEW,ulefnersen,,high,"ION363 is ulefnersen, whose Phase 3 FUSION in FUS-ALS (NCT04768972) met its primary endpoint on 2026-09-22 and is not in the IONS book (https://ir.ionis.com/news-releases/news-release-details/ionis-announces-positive-topline-results-phase-3-fusion-study).",2026-09-24
IONS,ION775,NEW,,,high,"ION775 is a GalNAc siRNA against APOC3, a different molecule from olezarsen (Tryngolza), in a recruiting Phase 2 (NCT07604974) (https://pubmed.ncbi.nlm.nih.gov/42660799/).",2026-09-24
IONS,obudanersen,NEW,,,high,"Obudanersen (ION582) is an antisense oligonucleotide for Angelman syndrome in the recruiting Phase 3 REVEAL (NCT06914609), not in the IONS book.",2026-09-24
IOVA,Lifileucel plus Pembrolizumab,REGIMEN,Amtagvi (lifileucel) + Keytruda (pembrolizumab),FDA 2024-02-16,high,"NCT05727904 (Phase 3, Recruiting) tests lifileucel plus pembrolizumab against pembrolizumab alone, and both parts are already in the book: Amtagvi as an IOVA marketed product and Keytruda as a modelled MRK product; approval date: https://www.fda.gov/drugs/resources-information-approved-drugs/fda-grants-accelerated-approval-lifileucel-unresectable-or-metastatic-melanoma",2026-09-24
IOVA,LN-145,LINE_EXTENSION,Amtagvi (lifileucel),FDA 2024-02-16,high,"NCT04614103 is IOV-LUN-202, which Iovance calls a registrational trial of lifileucel in NSCLC leading to a supplemental BLA, so LN-145 is Amtagvi's TIL product in a new indication (https://www.biospace.com/press-releases/iovance-biotherapeutics-reports-potential-best-in-class-clinical-data-for-lifileucel-til-cell-therapy-in-advanced-non-small-cell-lung-cancer-nsclc); approval date: https://www.fda.gov/drugs/resources-information-approved-drugs/fda-grants-accelerated-approval-lifileucel-unresectable-or-metastatic-melanoma",2026-09-24
JNJ,Cetrelimab,NEW,,,low,"Cetrelimab is an unapproved anti-PD-1 J&J uses only as a combination partner; SunRISe-2 (TAR-200 plus cetrelimab, NCT04658862) was discontinued for futility in September 2024 (https://www.jnj.com/media-center/press-releases/johnson-johnson-statement-on-the-sunrise-2-study), and no J&J filing names cetrelimab as a programme of its own.",2026-09-24
JNJ,JNJ-101556143,NEW,HLD-0915,,high,"NCT06800313 is titled HLD-0915 (JNJ-101556143), which J&J's 10-K filed 2026-02-11 (0000200406-26-000016) records as acquired Halda IPR&D for prostate cancer, with no approval.",2026-09-24
JNJ,JNJ-68284528,DUPLICATE,Carvykti (ciltacabtagene autoleucel),FDA 2022-02-28; EMA 2022-05-25,high,"NCT04133636 describes JNJ-68284528 as J&J's BCMA-directed CAR-T, which is ciltacabtagene autoleucel, authorised by EMA as Carvykti on 2022-05-25 and carried in the book; approval date: https://www.fda.gov/media/156572/download",2026-09-24
JNJ,JNJ-78934804,REGIMEN,Tremfya (guselkumab) + Simponi (golimumab),,medium,"J&J describes JNJ-78934804 (JNJ-4804) as a co-antibody therapy of guselkumab and golimumab (https://www.jnjmedicalconnect.com/products/tremfya/medical-content/jnj78934804-golimumab-and-guselkumab-vs-simponi-or-tremfya-monotherapy-in-ulcerative-colitis), both approved and carried in the book as Tremfya and Simponi.",2026-09-24
JNJ,JNJ-81201887,DEAD,JNJ-81201887 (AAVCAGsCD59),,high,A J&J spokesperson said the JNJ-1887 geographic atrophy programme will be discontinued after the Phase 2b PARASOL topline (https://www.fiercebiotech.com/biotech/jj-axes-eye-disease-gene-therapy-after-key-phase-2b-readout); the only open trial is extension study NCT06635148.,2026-09-24
JNJ,JNJ-88545223,NEW,,,low,"J&J code with no INN or target found in the dossier, local filings or web search; its only trial is Phase 2b psoriatic arthritis NCT07321873 (recruiting), and no book row or EMA entry matches it.",2026-09-24
JNJ,JNJ-95597528,NEW,,,low,"J&J code with no INN or target found in the dossier, local filings or web search; it is in Phase 2b atopic dermatitis NCT07230860 (active not recruiting) and Phase 2 asthma NCT07746687 (not yet recruiting), and no book row or EMA entry matches it.",2026-09-24
JNJ,Niraparib+ Abiraterone acetate fixed dose combination (FDC),LINE_EXTENSION,Akeega (niraparib and abiraterone acetate),FDA 2023-08-11; EMA 2023-04-19,high,"The niraparib and abiraterone acetate fixed-dose tablet is Akeega, authorised by EMA on 2023-04-19 and carried in the book (NDA216793, FDA 2023-08-11); NCT04497844 (AMPLITUDE) tests it in a new prostate cancer setting.",2026-09-24
JNJ,Seltorexant,NEW,,,high,"Seltorexant, J&J's orexin-2 receptor antagonist, is in Phase 3 for MDD (NCT07573176 and NCT06559306, recruiting) with no FDA or EMA authorisation in the local approvals or EMA tables.",2026-09-24
JNJ,TAR-200,DUPLICATE,Inlexzo (gemcitabine intravesical system),FDA 2025-09-09,high,"TAR-200 is the gemcitabine intravesical system FDA approved as Inlexzo on 2025-09-09 (NDA219683) on the SunRISe-1 study named in J&J's 10-K filed 2026-02-11, and the book carries Inlexzo.",2026-09-24
JNJ,TAR-210,DUPLICATE,Erdafitinib Intravesical Delivery System (Erda-iDRS),FDA 2019-04-12; EMA 2024-08-22,medium,"J&J's 8-K filed 2026-04-14 (0000200406-26-000076) renames TAR-210 as Erda-iDRS, the erdafitinib intravesical system the book already holds as its Erdafitinib Intravesical Delivery System row, and erdafitinib itself is sold as Balversa.",2026-09-24
KRYS,KB803,LINE_EXTENSION,VYJUVEK (beremagene geperpavec),FDA 2023-05-19; EMA 2025-04-23,high,"Krystal describes KB803 as a redosable ophthalmic formulation of B-VEC for DEB corneal abrasions, and NCT07016750 (Phase 3, Recruiting) tests it, so it extends VYJUVEK, which the book carries (https://ir.krystalbio.com/news-releases/news-release-details/krystal-biotech-announces-first-patient-dosed-phase-3-clinical); approval date: https://www.fda.gov/media/168356/download",2026-09-24
KYTX,KYV-101,NEW,mivocabtagene autoleucel,,high,"KYV-101 is miv-cel (mivocabtagene autoleucel), whose stiff person syndrome BLA was only starting a rolling submission in 2026, so it is unapproved; NCT06384976 (Phase 2, Active not recruiting) covers MS (https://ir.kyvernatx.com/news-releases/news-release-details/kyverna-therapeutics-announces-initiation-rolling-sps-bla).",2026-09-24
KYTX,Standard lymphodepletion regimen,NOT_A_PROGRAMME,,,high,"In NCT06193889 (KYSA-6) this row is the standard conditioning chemotherapy given before Kyverna's CAR-T infusion, a background therapy and not a product under development.",2026-09-24
LLY,120 mg LY2784544,DEAD,gandotinib (LY2784544),,low,"Gandotinib (LY2784544) has had no trial since its Phase 2 in myeloproliferative neoplasms (NCT01594723) completed in March 2015, and Lilly lists no programme for it; no discontinuation statement was found, which is why confidence is low.",2026-09-24
LLY,Bimagrumab,NEW,,,medium,"Phase 2 NCT06643728 of bimagrumab with tirzepatide in obesity is active, not recruiting (primary completion 2026-01-16), with no terminated trial or discontinuation in the dossier.",2026-09-24
LLY,Brenipatide,NEW,,,high,"Lilly's Phase 3 NCT07412756 of brenipatide (LY3537031) in major depressive disorder is recruiting, and no marketed or modelled Lilly row carries the molecule.",2026-09-24
LLY,Clazakizumab,NEW,,,high,"Phase 2 NCT07783802 of clazakizumab (LY5724886) in adults with elevated hsCRP is recruiting, and the book holds no clazakizumab row.",2026-09-24
LLY,Eltrekibart,NEW,,,high,"Phase 2 NCT06598943 of eltrekibart with mirikizumab in ulcerative colitis is recruiting, and the book holds no eltrekibart row.",2026-09-24
LLY,LY3016859 ISA,NEW,fepixnebart,,medium,"LY3016859 is fepixnebart, an anti-epiregulin and TGF-alpha antibody (https://adisinsight.springer.com/drugs/800035775), and its appendix in chronic pain master protocol NCT05986292 is recruiting.",2026-09-24
LLY,LY3305677,NEW,mazdutide,,high,"LY3305677 is mazdutide, a GLP-1/glucagon dual agonist in Lilly's recruiting obesity master protocol NCT06143956; its only approval is China NMPA for Innovent and the book holds no mazdutide row (https://en.wikipedia.org/wiki/Mazdutide).",2026-09-24
LLY,LY3457263,NEW,,,low,Phase 2 NCT06897475 of LY3457263 against placebo on top of semaglutide or tirzepatide is recruiting; the trial record and the HRA summary give no INN or mechanism for the code.,2026-09-24
LLY,LY3537021,NEW,,,high,Phase 2 NCT07169851 in chemotherapy-induced nausea and vomiting is recruiting; an ASCO 2026 abstract describes LY3537021 as a GIPR monoagonist (https://ascopubs.org/doi/10.1200/JCO.2026.44.2_suppl.TPS855).,2026-09-24
LLY,LY3537031,DUPLICATE,Brenipatide (LY3537031),,high,"Dossier trials NCT07219953 and NCT07545759 are titled as studies of Brenipatide (LY3537031), the molecule of the Brenipatide row in this batch.",2026-09-24
LLY,LY3537982,NEW,olomorasib,,medium,"Phase 3 NCT06119581 is titled First-Line Olomorasib (LY3537982); the book's only other olomorasib row is named Olomorasib test, an arm label that should fold into this row.",2026-09-24
LLY,LY3650150,LINE_EXTENSION,Ebglyss (lebrikizumab),FDA 2024-09-13; EMA 2023-11-16 (Almirall),high,"Phase 3 NCT06339008 is titled Lebrikizumab (LY3650150), the molecule the book carries as marketed Ebglyss; the allergic rhinitis and nasal polyp indications belong to that product.",2026-09-24
LLY,LY3841136,DUPLICATE,Eloralintide (LY3841136),,high,"Dossier trials NCT07401862 and NCT07426380 are titled Eloralintide (LY3841136), a modelled Lilly pipeline asset in the book.",2026-09-24
LLY,LY3938577,NEW,,,medium,"Phase 2 NCT07215312 in type 2 diabetes after basal insulin is active, not recruiting; GlobalData lists LY3938577 as a glucose-sensing insulin with no INN, not a code for any Lilly insulin in the book (https://www.pharmaceutical-technology.com/data-insights/ly-3938577-eli-lilly-and-co-type-2-diabetes-likelihood-of-approval/).",2026-09-24
