# Loss-of-exclusivity dates outside the US, as each filer states them in its own FY2025
# annual report (10-K or 20-F), one row per product per market.
#
# The US date comes from the Orange and Purple Books and the filer's US table
# (disclosed_loe.csv). Outside the US there is no book, and the filer's patent table is
# the only free statement of when a market opens: Merck prints Keytruda's EU, Japan and
# China dates beside the US one, BMS its estimated minimum market exclusivity by
# region. regional_loe.py applies each date to the share of the product's sales the
# filer reports in that region.
#
# Read off the filing, never estimated. Every row carries the accession and a verbatim
# quote (table cells joined by " | ", separate passages by " ... "), checked word for
# word against the filed document. region is EU (Europe, major European markets), JP,
# CN, CA, BR, IN, or ROW where the filer names a group. loe is as precise as the filing:
# a year, a month, or a day; "expired" where it says exclusivity has gone without a
# year. The date is when the filer says exclusivity ends: its estimated minimum market
# exclusivity where it gives one, otherwise the later of the compound patent with any
# granted SPC and regulatory data protection. Pending extensions are in the note and
# not taken, except where the filer's own dates include them and it does not say which
# (Lilly, Incyte), which the note records.
ticker,brand,region,loe,basis,accession,quote,note
BIIB,Qalsody,EU,2039,composition patent with SPC,0000875045-26-000013,"QALSODY | U.S. | 10,385,341 | Compositions for modulating SOD-1 expression | 2035(1)(5) ... Europe | 3,126,499 | Compositions for modulating SOD-1 expression | 2035(1)(8) ... (8)This patent is subject to granted SPCs in certain European countries, which extended the patent term in those countries to 2039.","EP 3,126,499 base term 2035; SPCs granted in certain European countries only. E.U. regulatory exclusivity to 2034. EP 3,757,214 to 2035."
BMY,Abecma,EU,2035,estimated minimum market exclusivity,0000014272-26-000004,Abecma (idecabtagene vicleucel) | 2036 | 2035 | 2037,"Footnote (q): EU dates are based on the UK, France, Germany, Italy, and Spain."
BMY,Abecma,JP,2037,estimated minimum market exclusivity,0000014272-26-000004,Abecma (idecabtagene vicleucel) | 2036 | 2035 | 2037,
BMY,Abraxane,EU,expired,generics entered,0000014272-26-000004,"For Abraxane in the U.S., EU, and Japan, generics have entered the market.",Table shows ^^ (see footnote a). No year stated.
BMY,Abraxane,JP,expired,generics entered,0000014272-26-000004,"For Abraxane in the U.S., EU, and Japan, generics have entered the market.",Table shows ^^ (see footnote a). No year stated.
BMY,Breyanzi,EU,2033,estimated minimum market exclusivity,0000014272-26-000004,Breyanzi (lisocabtagene maraleucel)(b) | 2033 | 2033 | 2033,"Footnote (q): EU dates are based on the UK, France, Germany, Italy, and Spain."
BMY,Breyanzi,JP,2033,estimated minimum market exclusivity,0000014272-26-000004,Breyanzi (lisocabtagene maraleucel)(b) | 2033 | 2033 | 2033,
BMY,Camzyos,EU,2034,estimated minimum market exclusivity,0000014272-26-000004,Camzyos (mavacamten)(c) | 2036 | 2034 | 2034,"Footnote (q): EU dates are based on the UK, France, Germany, Italy, and Spain. Footnote (c): in France, Germany, Italy, and Spain SPC has been granted and the estimated patent expiry is 2038; in the UK SPC applications are pending (2038 if granted)."
BMY,Camzyos,JP,2034,estimated minimum market exclusivity,0000014272-26-000004,Camzyos (mavacamten)(c) | 2036 | 2034 | 2034,"Footnote (c): in Japan a PTE application is pending and, if granted, the estimated patent expiry will be 2039 (not taken)."
BMY,Eliquis,EU,2026-11,composition of matter patent with SPC,0000014272-26-000004,"In the EU, the apixaban composition of matter patents and related SPCs expire in November 2026.","Table shows ^^ for EU (footnote e). MD&A: regulatory exclusivity in Europe expired May 2021. Generics are marketing in certain EU countries before patent/SPC expiry: final negative decision in the UK with generics on the market; generics also entered Finland, Poland and Portugal while proceedings are pending (Note 20)."
BMY,Eliquis,JP,2026,estimated minimum market exclusivity,0000014272-26-000004,Eliquis (apixaban)(e) | 2028 | ^^ | 2026,
BMY,Krazati,EU,2038,estimated minimum market exclusivity,0000014272-26-000004,Krazati (adagrasib)(f) | 2037 | 2038 | ++,"Footnote (q): EU dates are based on the UK, France, Germany, Italy, and Spain. Footnote (f): EU SPC applications are pending and, if granted, the estimated patent expiry will be 2039 (not taken). Japan shows ++ (not marketed)."
BMY,Opdivo,EU,2030,estimated minimum market exclusivity,0000014272-26-000004,Opdivo (nivolumab) | 2028 | 2030 | 2031,"Footnote (q): EU dates are based on the UK, France, Germany, Italy, and Spain."
BMY,Opdivo,JP,2031,estimated minimum market exclusivity,0000014272-26-000004,Opdivo (nivolumab) | 2028 | 2030 | 2031,
BMY,Opdualag,EU,2033,estimated minimum market exclusivity,0000014272-26-000004,Opdualag (nivolumab and relatlimab-rmbw)(h) | 2034 | 2033 | ++,"Footnote (q): EU dates are based on the UK, France, Germany, Italy, and Spain. Footnote (h): in France, Italy and Spain SPC and PED are granted and the estimated patent expiry is 2038; in the UK and Germany SPC and PED applications are pending (2038 if both granted). Japan shows ++ (not marketed)."
BMY,Pomalyst,EU,expired,generics entered,0000014272-26-000004,"For Pomalyst in the U.S., generic entry is expected in the first quarter of 2026. In Europe, generics have entered the market. In Japan, the estimated minimum market exclusivity date is 2026 based on a method of use patent.",Table shows ^^ (footnote j). MD&A: generic pomalidomide products entered the EU market in August 2024.
BMY,Pomalyst,JP,2026,estimated minimum market exclusivity (method of use patent),0000014272-26-000004,"For Pomalyst in the U.S., generic entry is expected in the first quarter of 2026. In Europe, generics have entered the market. In Japan, the estimated minimum market exclusivity date is 2026 based on a method of use patent.",Table shows ^^ (footnote j).
BMY,Reblozyl,EU,2030,estimated minimum market exclusivity (regulatory exclusivity),0000014272-26-000004,Reblozyl (luspatercept-aamt)(k) | 2031 | 2030 | 2034,"Footnote (q): EU dates are based on the UK, France, Germany, Italy, and Spain. Footnote (k): EU date is based on regulatory exclusivity; separately, in the EU an SPC on a method of treatment patent was granted, with estimated patent expiry 2034."
BMY,Reblozyl,JP,2034,estimated minimum market exclusivity,0000014272-26-000004,Reblozyl (luspatercept-aamt)(k) | 2031 | 2030 | 2034,"Footnote (k): in Japan a PTE was granted, providing a patent expiry of 2034."
BMY,Revlimid,EU,expired,generics entered,0000014272-26-000004,"In the EU and Japan, generic lenalidomide products have entered the market.",Table shows ^^ (footnote l). No year stated.
BMY,Revlimid,JP,expired,generics entered,0000014272-26-000004,"In the EU and Japan, generic lenalidomide products have entered the market.",Table shows ^^ (footnote l). No year stated.
BMY,Sotyktu,EU,2033,estimated minimum market exclusivity,0000014272-26-000004,Sotyktu (deucravacitinib)(m) | 2033 | 2033 | 2037,"Footnote (q): EU dates are based on the UK, France, Germany, Italy, and Spain. Footnote (m): in France, Germany, Italy, and Spain SPC has been granted and the estimated patent expiry is 2038; in the UK SPC applications are pending (2038 if granted)."
BMY,Sotyktu,JP,2037,estimated minimum market exclusivity,0000014272-26-000004,Sotyktu (deucravacitinib)(m) | 2033 | 2033 | 2037,
BMY,Sprycel,EU,expired,generics entered,0000014272-26-000004,"For Sprycel, in the U.S., EU and Japan, generics have entered the market.",Table shows ^^ (footnote n). No year stated for EU.
BMY,Sprycel,JP,expired,generics entered,0000014272-26-000004,"For Sprycel, in the U.S., EU and Japan, generics have entered the market.",Table shows ^^ (footnote n). No year stated for Japan.
BMY,Yervoy,EU,2026,estimated minimum market exclusivity,0000014272-26-000004,Yervoy (ipilimumab)(o) | ^^ | 2026 | ^^,"Footnote (q): EU dates are based on the UK, France, Germany, Italy, and Spain. Footnote (o): BMS is not aware of a Yervoy biosimilar on the market in the U.S., EU, or Japan. Japan shows ^^ with no date."
BMY,Zeposia,EU,2034,estimated minimum market exclusivity,0000014272-26-000004,Zeposia (ozanimod)(p) | 2033 | 2034 | 2034,"Footnote (q): EU dates are based on the UK, France, Germany, Italy, and Spain."
BMY,Zeposia,JP,2034,estimated minimum market exclusivity,0000014272-26-000004,Zeposia (ozanimod)(p) | 2033 | 2034 | 2034,"Footnote (p): in Japan a PTE was granted, providing a patent expiry of 2034."
GILD,Biktarvy,EU,2033,primary (compound) patent incl. granted SPC/paediatric exclusivity,0000882095-26-000006,Biktarvy | 2036 | (6) | 2033,"Table columns: Patent Expiration U.S. | EU. Fixed-dose/single-tablet regimen: date is the latest-expiring compound patent among its active ingredients. Footnote (6) (settlements, no generic entry before April 1, 2036) concerns the U.S. only."
GILD,Descovy,EU,2027,primary (compound) patent incl. granted SPC/paediatric exclusivity,0000882095-26-000006,Descovy | 2031 | (2) | 2027,Table columns: Patent Expiration U.S. | EU. Fixed-dose/single-tablet regimen: date is the latest-expiring compound patent among its active ingredients. Footnote (2) (TAF settlements with five generic manufacturers) concerns U.S. patent litigation only.
GILD,Genvoya,EU,2028,primary (compound) patent incl. granted SPC/paediatric exclusivity,0000882095-26-000006,"Genvoya | 2029 | (4), (5) | 2028",Table columns: Patent Expiration U.S. | EU. Fixed-dose/single-tablet regimen: date is the latest-expiring compound patent among its active ingredients. Footnotes (4) and (5) (cobicistat/TAF settlements) are attached to the U.S. date.
GILD,Trodelvy,EU,2029,primary (compound) patent incl. granted SPC/paediatric exclusivity,0000882095-26-000006,Trodelvy | 2028 | (8) | 2029,Table columns: Patent Expiration U.S. | EU. Footnote (8): regulatory exclusivity in the U.S. expires in 2032 (U.S. only; no EU regulatory exclusivity stated).
GILD,Sofosbuvir Velpatasvir,EU,2032,primary (compound) patent incl. granted SPC/paediatric exclusivity,0000882095-26-000006,Epclusa | 2033 | 2032,"Table columns: Patent Expiration U.S. | EU. Fixed-dose/single-tablet regimen: date is the latest-expiring compound patent among its active ingredients. Table row is Epclusa (sofosbuvir/velpatasvir); the modelled line also includes the authorized generic, which Gilead sells in the U.S. through Asegua."
GILD,Odefsey,EU,2027,primary (compound) patent incl. granted SPC/paediatric exclusivity,0000882095-26-000006,Odefsey | 2032 | (2) | 2027,Table columns: Patent Expiration U.S. | EU. Fixed-dose/single-tablet regimen: date is the latest-expiring compound patent among its active ingredients. Footnote (2) (TAF settlements) concerns U.S. patent litigation only.
GILD,Vemlidy,EU,2027,primary (compound) patent incl. granted SPC/paediatric exclusivity,0000882095-26-000006,Vemlidy | 2031 | (2) | 2027,Table columns: Patent Expiration U.S. | EU. Footnote (2) (TAF settlements) concerns U.S. patent litigation only.
GILD,Veklury,EU,2035,primary (compound) patent incl. granted SPC/paediatric exclusivity,0000882095-26-000006,Veklury | 2036 | (7) | 2035,Table columns: Patent Expiration U.S. | EU. Footnote (7) (FDA pediatric exclusivity) concerns the U.S. date only.
GILD,Tecartus,EU,expired,composition of matter patent expired,0000882095-26-000006,Tecartus | 2027 | — | (3),"Table columns: Patent Expiration U.S. | EU. Footnote (3): ""The composition of matter patent has expired in the EU. In the EU and the U.S., patent applications are pending relating to our proprietary manufacturing processes."" Year not stated."
GSK,Apretude,EU,2031,new molecular entity patent (incl. granted SPC),0001131399-26-000004,Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Apretude | ... | 2031 2026-2031 | 2031 2031,Other patents (italic): 2031. Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Cabenuva Kit,EU,2031,new molecular entity patent (incl. granted SPC),0001131399-26-000004,Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Cabenuva/Vocabria + Rekambys | ... | 2031 2026-2038 | 2031 2031,Other patents (italic): 2031. Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Rukobia,EU,expired,new molecular entity patent expired,0001131399-26-000004,Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Rukobia | ... | 2029 2027 | expired 2034,Other patents (italic): 2034. Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Dovato,EU,2029,new molecular entity patent (incl. granted SPC),0001131399-26-000004,Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Dovato | ... | 2028 2030-2031 | 2029 2029-2034*,Other patents (italic): 2029-2034*. The * on the other-patent date means it includes a pending SPC; not taken. Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Juluca,EU,2029,new molecular entity patent (incl. granted SPC),0001131399-26-000004,Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Juluca | ... | 2028 2030-2038 | 2029 2026-2030,Other patents (italic): 2026-2030. Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Triumeq,EU,2029,new molecular entity patent (incl. granted SPC),0001131399-26-000004,Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Triumeq | ... | 2028 2030 | 2029 2029,Other patents (italic): 2029. Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Tivicay,EU,2029,new molecular entity patent (incl. granted SPC),0001131399-26-000004,Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Tivicay | ... | 2028 2030 | 2029 2029,Other patents (italic): 2029. Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Benlysta,EU,2026,new molecular entity patent (incl. granted SPC),0001131399-26-000004,"Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Benlysta, Benlysta (SC and IV) | ... | expired 2029- 2035 | 2026 2035",Other patents (italic): 2035. Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Jemperli,EU,2036,new molecular entity patent (incl. granted SPC),0001131399-26-000004,Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Jemperli | ... | 2035* 2034-2038 | 2036 2038,Other patents (italic): 2038. Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Ojjaara,EU,2028,new molecular entity patent (incl. granted SPC),0001131399-26-000004,Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Ojjaara/Omjjara | ... | 2035* 2035-2040 | 2028 2039,Other patents (italic): 2039. Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Zejula,EU,2032,new molecular entity patent (incl. granted SPC),0001131399-26-000004,Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Zejula | ... | 2031 2027-2039 | 2032 2029-2037,Other patents (italic): 2029-2037. Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Anoro Ellipta,EU,2029,new molecular entity patent (incl. granted SPC),0001131399-26-000004,Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Anoro Ellipta | ... | 2027 2027-2031 | 2029 2026-2030,Other patents (italic): 2026-2030. Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Flovent,EU,expired,other patents expired (no NME date listed),0001131399-26-000004,Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Flixotide/Flovent | ... | 2026 | expired,"EU cell is ""expired"" in italics (other patents). Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed."
GSK,Breo Ellipta,EU,2028,new molecular entity patent (incl. granted SPC),0001131399-26-000004,Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Relvar/Breo Ellipta | ... | expired 2027-2031 | 2028 2026-2029,Other patents (italic): 2026-2029. Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Trelegy Ellipta,EU,2029,new molecular entity patent (incl. granted SPC),0001131399-26-000004,Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Trelegy Ellipta | ... | 2027 2027-2031 | 2029 2026-2032,Other patents (italic): 2026-2032. Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Ventolin,EU,expired,other patents expired (no NME date listed),0001131399-26-000004,Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Ventolin | ... | 2026 | expired,"EU cell is ""expired"" in italics (other patents). Footnote 1: dates in normal text are the latest expiring new molecular entity patents (including applications with a notice of allowance); italics are other patents; dates include granted SPCs in the EU; regulatory data protection is not listed."
GSK,Arexvy,EU,2032,new molecular entity patent (incl. granted SPC),0001131399-26-000004,Vaccines and Intellectual Property | Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Arexvy | ... | 2030 | 2032,Footnote 1: dates in normal text are the latest expiring new molecular entity patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Bexsero,EU,2028,new molecular entity patent (incl. granted SPC),0001131399-26-000004,Vaccines and Intellectual Property | Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Bexsero | ... | 2027 | 2028,Footnote 1: dates in normal text are the latest expiring new molecular entity patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Boostrix,EU,expired,patent expired,0001131399-26-000004,Vaccines and Intellectual Property | Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Boostrix | ... | expired | expired,Footnote 1: dates in normal text are the latest expiring new molecular entity patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Cervarix,EU,expired,patent expired,0001131399-26-000004,Vaccines and Intellectual Property | Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Cervarix | ... | Not marketed in US | expired,Footnote 1: dates in normal text are the latest expiring new molecular entity patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Menveo,EU,expired,patent expired,0001131399-26-000004,Vaccines and Intellectual Property | Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Menveo | ... | expired | expired,Footnote 1: dates in normal text are the latest expiring new molecular entity patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Rotarix,EU,expired,patent expired,0001131399-26-000004,Vaccines and Intellectual Property | Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Rotarix | ... | expired | expired,Footnote 1: dates in normal text are the latest expiring new molecular entity patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
GSK,Shingrix,EU,2031,new molecular entity patent (incl. granted SPC),0001131399-26-000004,Vaccines and Intellectual Property | Patent expiry dates1 | Products | Compounds | Indication(s) | US | EU ... Shingrix | ... | 2029 | 2031,Footnote 1: dates in normal text are the latest expiring new molecular entity patents; dates include granted SPCs in the EU; regulatory data protection is not listed.
INCY,JAKAVI,EU,2028,estimated minimum market exclusivity,0000879169-26-000010,"Product/Drug Candidate1,2 | US | EU | Japan | JAKAFI/JAKAVI (ruxolitinib) | Estimated Minimum Market Exclusivity Dates | 2028 | 2028 | 2028","Table row is JAKAFI/JAKAVI; JAKAVI is Novartis's ex-US brand and Incyte books royalties. Additional patents EU 2028; ruxolitinib phosphate salt patents expire mid-2028 in the EU (footnote 3). Table footnote 1: dates include anticipated EU SPC terms even where SPCs remain pending in some countries, and may include granted or anticipated paediatric extensions. Footnote 2: a brand name in the table does not mean approval outside the US."
INCY,JAKAVI,JP,2028,estimated minimum market exclusivity,0000879169-26-000010,"Product/Drug Candidate1,2 | US | EU | Japan | JAKAFI/JAKAVI (ruxolitinib) | Estimated Minimum Market Exclusivity Dates | 2028 | 2028 | 2028","Table row is JAKAFI/JAKAVI; JAKAVI is Novartis's ex-US brand and Incyte books royalties. Additional patents Japan 2028; ruxolitinib phosphate salt patents expire mid-2028 in Japan (footnote 3). Table footnote 1: dates include anticipated EU SPC terms even where SPCs remain pending in some countries, and may include granted or anticipated paediatric extensions. Footnote 2: a brand name in the table does not mean approval outside the US."
INCY,Opzelura,EU,2028,estimated minimum market exclusivity,0000879169-26-000010,"Product/Drug Candidate1,2 | US | EU | Japan | ... OPZELURA (ruxolitinib) cream | Estimated Minimum Market Exclusivity Dates | 2028 | 2028 | 2028 | Additional Patents Expiry Dates3,4 | 2028, 2031 & 2040 | 2028 & 2031 | 2028 & 2031","Additional patents EU 2028 & 2031: phosphate salt mid-2028 (footnote 3) and cream formulation 2031 (footnote 4). Table footnote 1: dates include anticipated EU SPC terms even where SPCs remain pending in some countries, and may include granted or anticipated paediatric extensions. Footnote 2: a brand name in the table does not mean approval outside the US."
INCY,Opzelura,JP,2028,estimated minimum market exclusivity,0000879169-26-000010,"Product/Drug Candidate1,2 | US | EU | Japan | ... OPZELURA (ruxolitinib) cream | Estimated Minimum Market Exclusivity Dates | 2028 | 2028 | 2028 | Additional Patents Expiry Dates3,4 | 2028, 2031 & 2040 | 2028 & 2031 | 2028 & 2031","Additional patents Japan 2028 & 2031: phosphate salt mid-2028 (footnote 3) and cream formulation 2031 (footnote 4). Table footnote 1: dates include anticipated EU SPC terms even where SPCs remain pending in some countries, and may include granted or anticipated paediatric extensions. Footnote 2: a brand name in the table does not mean approval outside the US."
INCY,OLUMIANT,EU,2032,estimated minimum market exclusivity,0000879169-26-000010,"Product/Drug Candidate1,2 | US | EU | Japan | ... OLUMIANT (baricitinib) | Estimated Minimum Market Exclusivity Dates | 20325 | 2032 | 2034","Lilly product; Incyte books royalties. No additional patents listed. US cell 20325 is 2032 with footnote 5. Table footnote 1: dates include anticipated EU SPC terms even where SPCs remain pending in some countries, and may include granted or anticipated paediatric extensions. Footnote 2: a brand name in the table does not mean approval outside the US."
INCY,OLUMIANT,JP,2034,estimated minimum market exclusivity,0000879169-26-000010,"Product/Drug Candidate1,2 | US | EU | Japan | ... OLUMIANT (baricitinib) | Estimated Minimum Market Exclusivity Dates | 20325 | 2032 | 2034","Lilly product; Incyte books royalties. No additional patents listed. Table footnote 1: dates include anticipated EU SPC terms even where SPCs remain pending in some countries, and may include granted or anticipated paediatric extensions. Footnote 2: a brand name in the table does not mean approval outside the US."
INCY,TABRECTA,EU,2032,estimated minimum market exclusivity with granted SPC,0000879169-26-000010,"Product/Drug Candidate1,2 | US | EU | Japan | ... TABRECTA (capmatinib) | Estimated Minimum Market Exclusivity Dates | 20325 | 20326 | 2032 | Additional Patents Expiry Dates | 2035 | 2037 | 2035","EU cell 20326 is 2032 with footnote 6: date reflects the grant of SPC in the EU, although SPCs may remain pending in some countries. Additional patents EU 2037. Novartis product; Incyte books royalties. Table footnote 1: dates include anticipated EU SPC terms even where SPCs remain pending in some countries, and may include granted or anticipated paediatric extensions. Footnote 2: a brand name in the table does not mean approval outside the US."
INCY,TABRECTA,JP,2032,estimated minimum market exclusivity,0000879169-26-000010,"Product/Drug Candidate1,2 | US | EU | Japan | ... TABRECTA (capmatinib) | Estimated Minimum Market Exclusivity Dates | 20325 | 20326 | 2032 | Additional Patents Expiry Dates | 2035 | 2037 | 2035","Additional patents Japan 2035. Novartis product; Incyte books royalties. Table footnote 1: dates include anticipated EU SPC terms even where SPCs remain pending in some countries, and may include granted or anticipated paediatric extensions. Footnote 2: a brand name in the table does not mean approval outside the US."
INCY,Pemazyre,EU,2036,estimated minimum market exclusivity with granted SPC,0000879169-26-000010,"Product/Drug Candidate1,2 | US | EU | Japan | ... PEMAZYRE (pemigatinib) | Estimated Minimum Market Exclusivity Dates | 2035 | 20366 | 2036","EU cell 20366 is 2036 with footnote 6: date reflects the grant of SPC in the EU, although SPCs may remain pending in some countries. No additional EU patents listed. Table footnote 1: dates include anticipated EU SPC terms even where SPCs remain pending in some countries, and may include granted or anticipated paediatric extensions. Footnote 2: a brand name in the table does not mean approval outside the US."
INCY,Pemazyre,JP,2036,estimated minimum market exclusivity,0000879169-26-000010,"Product/Drug Candidate1,2 | US | EU | Japan | ... PEMAZYRE (pemigatinib) | Estimated Minimum Market Exclusivity Dates | 2035 | 20366 | 2036","No additional Japan patents listed. Table footnote 1: dates include anticipated EU SPC terms even where SPCs remain pending in some countries, and may include granted or anticipated paediatric extensions. Footnote 2: a brand name in the table does not mean approval outside the US."
INCY,ICLUSIG,EU,2028,estimated minimum market exclusivity,0000879169-26-000010,"Product/Drug Candidate1,2 | US | EU | Japan | ... ICLUSIG (ponatinib) | Estimated Minimum Market Exclusivity Dates | - | 2028 | -","Incyte holds ICLUSIG rights in Europe and other select countries; US and Japan cells are blank (-). Table footnote 1: dates include anticipated EU SPC terms even where SPCs remain pending in some countries, and may include granted or anticipated paediatric extensions. Footnote 2: a brand name in the table does not mean approval outside the US."
INCY,Zynyz,EU,2036,estimated minimum market exclusivity,0000879169-26-000010,"Product/Drug Candidate1,2 | US | EU | Japan | ... ZYNYZ (retifanlimab)8 | Estimated Minimum Market Exclusivity Dates | 2036 | 2036 | 2036","Retifanlimab licensed from MacroGenics (footnote 8). Table footnote 1: dates include anticipated EU SPC terms even where SPCs remain pending in some countries, and may include granted or anticipated paediatric extensions. Footnote 2: a brand name in the table does not mean approval outside the US."
INCY,Zynyz,JP,2036,estimated minimum market exclusivity,0000879169-26-000010,"Product/Drug Candidate1,2 | US | EU | Japan | ... ZYNYZ (retifanlimab)8 | Estimated Minimum Market Exclusivity Dates | 2036 | 2036 | 2036","Retifanlimab licensed from MacroGenics (footnote 8). Table footnote 1: dates include anticipated EU SPC terms even where SPCs remain pending in some countries, and may include granted or anticipated paediatric extensions. Footnote 2: a brand name in the table does not mean approval outside the US."
INCY,Minjuvi / Monjuvi,EU,2032,estimated minimum market exclusivity with granted SPC,0000879169-26-000010,"Product/Drug Candidate1,2 | US | EU | Japan | ... MONJUVI (tafasitamab)9 | Estimated Minimum Market Exclusivity Dates | 20335 | 20326 | 2027","Table row is MONJUVI (tafasitamab), sold outside the US as MINJUVI. EU cell 20326 is 2032 with footnote 6: date reflects the grant of SPC in the EU, although SPCs may remain pending in some countries. Tafasitamab licensed from Xencor (footnote 9). Table footnote 1: dates include anticipated EU SPC terms even where SPCs remain pending in some countries, and may include granted or anticipated paediatric extensions. Footnote 2: a brand name in the table does not mean approval outside the US."
INCY,Minjuvi / Monjuvi,JP,2027,estimated minimum market exclusivity,0000879169-26-000010,"Product/Drug Candidate1,2 | US | EU | Japan | ... MONJUVI (tafasitamab)9 | Estimated Minimum Market Exclusivity Dates | 20335 | 20326 | 2027","Table row is MONJUVI (tafasitamab). Tafasitamab licensed from Xencor (footnote 9). Table footnote 1: dates include anticipated EU SPC terms even where SPCs remain pending in some countries, and may include granted or anticipated paediatric extensions. Footnote 2: a brand name in the table does not mean approval outside the US."
JNJ,Darzalex,EU,2031,compound patent (select countries),0000200406-26-000016,"Genmab A/S owns two patent families related to DARZALEX, ... The two patent families both expire in the United States in 2029, and in Europe, compound/use patent protection in select countries extends to 2031/2032.","Printed as compound/use protection extending to 2031/2032; read pairwise, compound to 2031 and use to 2032. Covers the Genmab daratumumab families only; Janssen's separate DARZALEX FASPRO and DARZALEX IV portfolios carry no stated date."
LLY,Jardiance,EU,2029,compound patent (estimated expiry),0000059478-26-000013,Jardiance* compound patent | U.S. 2029 major European countries | 2029 Japan | 2030,"Territory: major European countries. No data protection row given. Jardiance is part of the Boehringer Ingelheim collaboration. Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Jardiance,JP,2030,compound patent (estimated expiry),0000059478-26-000013,Jardiance* compound patent | U.S. 2029 major European countries | 2029 Japan | 2030,"No data protection row given. Jardiance is part of the Boehringer Ingelheim collaboration. Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
